First buy time,Last sell time,Account,Item,Status,Bought,Sold,Avg. buy price,Avg. sell price,Tax,Profit,Profit ea.
2025-08-02T21:14:30Z,2025-08-02T23:39:03Z,1000tomax,Rune arrow,FINISHED,8508,8508,151,160,23985,55026,6
2025-08-02T21:32:44Z,2025-08-02T22:03:11Z,1000tomax,Lava rune,FINISHED,18000,18000,20,22,0,36000,2
2025-08-02T21:16:19Z,2025-08-02T21:53:29Z,1000tomax,Molten glass,FINISHED,2944,2944,67,69,2944,2944,1
2025-08-02T21:41:24Z,2025-08-02T21:51:50Z,1000tomax,Cosmic rune,FINISHED,18000,18000,68,72,18000,54000,3
2025-08-02T21:37:29Z,2025-08-02T21:51:05Z,1000tomax,Atlatl dart,FINISHED,11000,11000,43,49,0,66000,6
2025-08-02T21:23:48Z,2025-08-02T21:45:45Z,1000tomax,Coal,FINISHED,12259,12259,151,158,36777,49036,4
2025-08-02T20:46:04Z,2025-08-02T21:32:32Z,1000tomax,Adamant bolts,FINISHED,11000,11000,96,98,11000,11000,1
2025-08-02T20:53:09Z,2025-08-02T21:30:59Z,1000tomax,Mithril dart tip,FINISHED,3280,3280,95,98,3280,6560,2
2025-08-02T20:22:18Z,2025-08-02T21:22:01Z,1000tomax,Amylase crystal,FINISHED,2668,2668,894,928,48024,42688,16
2025-08-02T20:24:47Z,2025-08-02T21:20:52Z,1000tomax,Occult necklace,FINISHED,2,2,453134,453488,18138,-17430,-8715
2025-08-02T20:16:15Z,2025-08-02T21:05:43Z,1000tomax,Nature rune,FINISHED,18000,18000,89,91,18000,18000,1
2025-08-02T20:22:59Z,2025-08-02T21:04:03Z,1000tomax,Chromium ingot,FINISHED,3,3,39059,44482,2667,13602,4534
2025-08-02T20:42:30Z,2025-08-02T20:50:23Z,1000tomax,Coal,FINISHED,741,741,150,158,2223,3705,5
2025-08-02T20:19:34Z,2025-08-02T20:43:26Z,1000tomax,Kwuarm seed,FINISHED,198,198,1866,2063,8118,30888,156
2025-08-02T20:18:28Z,2025-08-02T20:19:00Z,1000tomax,Zulrah's scales,FINISHED,3716,3716,193,198,11148,7432,2
2025-08-02T20:16:03Z,2025-08-02T20:18:58Z,1000tomax,Amethyst dart,FINISHED,6197,6197,339,356,43379,61970,10
2025-08-02T20:15:12Z,2025-08-02T20:17:54Z,1000tomax,Cannonball,FINISHED,11000,11000,183,192,33000,66000,6
2025-08-02T20:15:08Z,2025-08-02T20:17:42Z,1000tomax,Zulrah's scales,FINISHED,13211,13211,192,198,39633,39633,3
2025-08-02T19:27:16Z,2025-08-02T20:16:07Z,1000tomax,Saradomin chaps,FINISHED,1,1,199598,203143,4062,-517,-517
2025-08-02T17:27:20Z,2025-08-02T20:14:43Z,1000tomax,Oak plank,FINISHED,319,319,410,424,2552,1914,6
2025-08-02T19:50:09Z,2025-08-02T20:13:42Z,1000tomax,Hueycoatl hide chaps,FINISHED,1,1,270904,282736,5654,6178,6178
2025-08-02T19:29:18Z,2025-08-02T20:11:54Z,1000tomax,Iron dart,FINISHED,7000,7000,7,9,0,14000,2
2025-08-02T19:29:45Z,2025-08-02T20:04:14Z,1000tomax,Echo virtus ornament kit,FINISHED,1,1,444575,476534,9530,22429,22429
2025-08-02T19:40:34Z,2025-08-02T19:57:59Z,1000tomax,Chaos rune,FINISHED,18000,18000,64,66,18000,18000,1
2025-08-02T19:28:06Z,2025-08-02T19:47:34Z,1000tomax,Runite bolts,FINISHED,11000,11000,142,148,22000,44000,4
2025-08-02T19:29:28Z,2025-08-02T19:42:27Z,1000tomax,Saradomin d'hide body,FINISHED,1,1,125949,133524,2670,4905,4905
2025-08-02T18:45:21Z,2025-08-02T19:34:35Z,1000tomax,Bloodbark boots,FINISHED,4,4,37893,40217,3216,6080,1520
2025-08-02T18:51:00Z,2025-08-02T19:34:09Z,1000tomax,Eclipse moon helm,FINISHED,1,1,569398,594662,11893,13371,13371
2025-08-02T18:33:24Z,2025-08-02T18:47:36Z,1000tomax,Leather,FINISHED,2349,2349,260,271,11745,14094,6
2025-08-02T18:31:13Z,2025-08-02T18:47:21Z,1000tomax,Wilderness crabs teleport,FINISHED,26,26,35616,36798,19110,11622,447
2025-08-02T18:43:00Z,2025-08-02T18:46:12Z,1000tomax,Accursed sceptre (u),FINISHED,1,1,3430818,3530901,70618,29465,29465
2025-08-02T18:33:51Z,2025-08-02T18:43:57Z,1000tomax,Chasm teleport scroll,FINISHED,4,4,103460,105460,8436,-436,-109
2025-08-02T18:31:44Z,2025-08-02T18:42:24Z,1000tomax,Opal dragon bolts (e),FINISHED,80,80,3251,3346,5280,2320,29
2025-08-02T18:34:26Z,2025-08-02T18:39:14Z,1000tomax,Varrock teleport,FINISHED,161,161,465,473,0,1288,8
2025-08-02T15:06:44Z,2025-08-02T18:33:08Z,1000tomax,Iron dart,FINISHED,7000,7000,8,11,0,21000,3
2025-08-02T17:28:45Z,2025-08-02T18:31:09Z,1000tomax,Zulrah's scales,FINISHED,13073,13073,187,197,39219,91511,7
2025-08-02T16:36:46Z,2025-08-02T17:50:13Z,1000tomax,Molten glass,FINISHED,13000,13000,66,68,13000,13000,1
2025-08-02T17:10:44Z,2025-08-02T17:40:48Z,1000tomax,Gold bar,FINISHED,8785,8785,121,125,17570,17570,2
2025-08-02T17:14:54Z,2025-08-02T17:36:57Z,1000tomax,Obsidian helmet,FINISHED,1,1,715232,723822,14476,-5886,-5886
2025-08-02T17:17:03Z,2025-08-02T17:29:04Z,1000tomax,Kwuarm seed,FINISHED,2,2,1850,2058,82,334,167
2025-08-02T17:15:41Z,2025-08-02T17:26:49Z,1000tomax,Mokhaiotl waystone,FINISHED,22,22,109743,114125,50204,46200,2100
2025-08-02T17:09:23Z,2025-08-02T17:26:15Z,1000tomax,Zul-andra teleport,FINISHED,30,30,10663,11117,6660,6960,232
2025-08-02T16:56:34Z,2025-08-02T17:14:24Z,1000tomax,Blood rune,FINISHED,11272,11272,201,207,45088,22544,2
2025-08-02T15:18:55Z,2025-08-02T17:06:22Z,1000tomax,Lava rune,FINISHED,18000,18000,20,20,0,0,0
2025-08-02T16:36:36Z,2025-08-02T17:01:10Z,1000tomax,Atlatl dart,FINISHED,11000,11000,42,49,0,77000,7
2025-08-02T16:37:09Z,2025-08-02T17:01:09Z,1000tomax,Iron ore,FINISHED,13000,13000,126,132,26000,52000,4
2025-08-02T15:20:18Z,2025-08-02T16:45:28Z,1000tomax,Cosmic rune,FINISHED,18000,18000,69,72,18000,36000,2
2025-08-02T16:36:57Z,2025-08-02T16:40:22Z,1000tomax,Obsidian platelegs,FINISHED,2,2,880981,905034,36200,11906,5953
2025-08-02T16:35:58Z,2025-08-02T16:39:28Z,1000tomax,Rune arrow,FINISHED,11000,11000,155,165,33000,77000,7
2025-08-02T15:15:34Z,2025-08-02T16:35:24Z,1000tomax,Chaos rune,FINISHED,18000,18000,63,66,18000,36000,2
2025-08-02T15:20:14Z,2025-08-02T15:35:26Z,1000tomax,Dark bow,FINISHED,2,2,960607,1014096,40562,66416,33208
2025-08-02T15:18:20Z,2025-08-02T15:27:45Z,1000tomax,Nature rune,FINISHED,18000,18000,90,92,18000,18000,1
2025-08-02T15:19:55Z,2025-08-02T15:24:51Z,1000tomax,Cannonball,FINISHED,4150,4150,184,191,12450,16600,4
2025-08-02T15:20:09Z,2025-08-02T15:24:48Z,1000tomax,Ahrim's staff,FINISHED,3,3,168594,180279,10815,24240,8080
2025-08-02T08:11:01Z,2025-08-02T15:19:00Z,1000tomax,Impling jar,FINISHED,1369,1369,755,792,20535,30118,22
2025-08-02T15:06:44Z,2025-08-02T15:18:58Z,1000tomax,Adamantite ore,FINISHED,3093,3093,749,769,46395,15465,5
2025-08-02T08:16:47Z,2025-08-02T15:16:19Z,1000tomax,Astral rune,FINISHED,15937,15937,60,60,15937,-15937,-1
2025-08-02T15:06:44Z,2025-08-02T15:16:10Z,1000tomax,Divine super attack potion(4),FINISHED,27,27,5076,5610,3024,11394,422
2025-08-02T15:13:38Z,2025-08-02T15:15:49Z,1000tomax,Cannonball,FINISHED,6850,6850,185,191,20550,20550,3
2025-08-02T06:43:24Z,2025-08-02T15:06:44Z,1000tomax,Ring of the gods,FINISHED,1,1,1159761,1189573,23791,6021,6021
2025-08-02T07:31:10Z,2025-08-02T15:06:44Z,1000tomax,Divine super combat potion(4),FINISHED,95,95,24127,24451,46455,-15675,-165
2025-08-02T08:03:37Z,2025-08-02T08:09:39Z,1000tomax,Zombie axe,FINISHED,1,1,1254861,1296025,25920,15244,15244
2025-08-02T08:01:31Z,2025-08-02T08:05:56Z,1000tomax,Runite bolts,FINISHED,3776,3776,139,144,7552,14475,3
2025-08-02T07:52:51Z,2025-08-02T07:59:18Z,1000tomax,Guthix d'hide boots,FINISHED,1,1,344385,367599,7351,15863,15863
2025-08-02T07:28:16Z,2025-08-02T07:56:33Z,1000tomax,Maple longbow (u),FINISHED,6786,6786,110,119,13572,47502,7
2025-08-02T06:52:38Z,2025-08-02T07:49:03Z,1000tomax,Lantadyme,FINISHED,242,242,1636,1721,8143,12572,51
2025-08-02T06:28:20Z,2025-08-02T07:37:16Z,1000tomax,Lava rune,FINISHED,7386,7386,20,21,0,7386,1
2025-08-02T07:21:46Z,2025-08-02T07:32:59Z,1000tomax,Zulrah's scales,FINISHED,9859,9859,185,190,29577,19718,2
2025-08-02T07:05:36Z,2025-08-02T07:31:17Z,1000tomax,Death rune,FINISHED,4253,4253,139,144,8506,12759,3
2025-08-02T07:12:53Z,2025-08-02T07:23:01Z,1000tomax,Dragon arrow,FINISHED,939,939,2084,2137,39438,10329,11
2025-08-02T07:09:34Z,2025-08-02T07:17:40Z,1000tomax,Obsidian cape,FINISHED,2,2,745282,772182,30886,22914,11457
2025-08-02T07:08:21Z,2025-08-02T07:12:59Z,1000tomax,Rune arrow,FINISHED,2676,2676,152,162,8028,18732,7
2025-08-02T06:49:29Z,2025-08-02T07:08:15Z,1000tomax,Chaos rune,FINISHED,18000,18000,64,66,18000,18000,1
2025-08-02T06:49:51Z,2025-08-02T06:56:09Z,1000tomax,Rune arrow,FINISHED,8324,8324,151,160,24972,49944,6
2025-08-02T06:29:49Z,2025-08-02T06:54:56Z,1000tomax,Blood essence,FINISHED,8,8,222665,230296,36840,24208,3026
2025-08-02T06:49:24Z,2025-08-02T06:53:28Z,1000tomax,Cannonball,FINISHED,11000,11000,181,190,33000,66000,6
2025-08-02T06:29:22Z,2025-08-02T06:42:17Z,1000tomax,Zulrah's scales,FINISHED,12005,12005,185,190,36015,24010,2
2025-08-02T06:34:19Z,2025-08-02T06:39:39Z,1000tomax,Burnt page,FINISHED,119,119,2834,2997,7021,12376,104
2025-08-02T05:44:00Z,2025-08-02T06:37:02Z,1000tomax,Granite maul,FINISHED,6,6,333183,339138,40693,-4961,-826
2025-08-02T06:30:41Z,2025-08-02T06:36:56Z,1000tomax,Sarachnis cudgel,FINISHED,1,1,112978,119159,2383,3798,3798
2025-08-02T06:14:00Z,2025-08-02T06:30:34Z,1000tomax,Maple longbow (u),FINISHED,252,252,110,116,504,1008,4
2025-08-02T06:25:57Z,2025-08-02T06:28:44Z,1000tomax,Devout boots,FINISHED,1,1,1116775,1153013,23060,13178,13178
2025-08-02T06:12:33Z,2025-08-02T06:27:57Z,1000tomax,Dragon arrow,FINISHED,201,201,2059,2110,8442,1809,9
2025-08-02T05:43:14Z,2025-08-02T06:27:05Z,1000tomax,Tome of fire (empty),FINISHED,1,1,665693,683869,13677,4499,4499
2025-08-02T06:13:56Z,2025-08-02T06:25:25Z,1000tomax,Death rune,FINISHED,15896,15896,140,144,31792,31792,2
2025-08-02T05:28:48Z,2025-08-02T06:22:33Z,1000tomax,Ring of the gods,FINISHED,1,1,1166630,1197145,23942,6573,6573
2025-08-02T06:08:39Z,2025-08-02T06:11:49Z,1000tomax,Tuna potato,FINISHED,919,919,1628,1692,30327,28489,31
2025-08-02T05:44:21Z,2025-08-02T06:10:54Z,1000tomax,Bloodbark body,FINISHED,6,6,144198,149636,17952,14676,2446
2025-08-02T05:49:05Z,2025-08-02T06:07:21Z,1000tomax,Lava rune,FINISHED,45,45,20,22,0,90,2
2025-08-02T05:42:29Z,2025-08-02T05:49:58Z,1000tomax,Torstol seed,FINISHED,23,23,6551,7299,3335,13869,603
2025-08-02T05:27:09Z,2025-08-02T05:48:48Z,1000tomax,Kwuarm seed,FINISHED,200,200,1895,2102,8400,32825,164
2025-08-02T05:31:21Z,2025-08-02T05:48:01Z,1000tomax,Obsidian cape,FINISHED,2,2,743904,769082,30762,19594,9797
2025-08-02T05:04:41Z,2025-08-02T05:40:08Z,1000tomax,Vile ashes,FINISHED,407,407,34,45,0,4477,11
2025-08-02T05:11:12Z,2025-08-02T05:39:08Z,1000tomax,Seers ring,FINISHED,1,1,1112990,1145023,22900,9133,9133
2025-08-02T05:17:56Z,2025-08-02T05:35:33Z,1000tomax,Zamorak chaps,FINISHED,1,1,302816,315085,6301,5968,5968
2025-08-02T05:15:33Z,2025-08-02T05:31:41Z,1000tomax,Saradomin d'hide boots,FINISHED,1,1,374568,402259,8045,19646,19646
2025-08-02T04:56:05Z,2025-08-02T05:20:17Z,1000tomax,Varrock teleport,FINISHED,2278,2278,474,478,0,9223,4
2025-08-02T04:45:14Z,2025-08-02T05:11:40Z,1000tomax,Bastion potion(4),FINISHED,37,37,22055,22117,16354,-14060,-380
2025-08-02T04:33:13Z,2025-08-02T05:11:20Z,1000tomax,Soul rune,FINISHED,5217,5217,394,405,41736,15651,3
2025-08-02T03:16:18Z,2025-08-02T05:04:58Z,1000tomax,Rune halberd,FINISHED,22,22,37845,39116,17197,10786,490
2025-08-02T04:49:00Z,2025-08-02T05:04:24Z,1000tomax,Wilderness crabs teleport,FINISHED,35,35,36496,37739,26405,17125,489
2025-08-02T04:41:17Z,2025-08-02T04:58:53Z,1000tomax,Cosmic rune,FINISHED,18000,18000,70,72,18000,18000,1
2025-08-02T04:55:04Z,2025-08-02T04:56:39Z,1000tomax,Chinchompa,FINISHED,3759,3759,476,499,33831,52626,14
2025-08-02T04:41:41Z,2025-08-02T04:52:50Z,1000tomax,Zulrah's scales,FINISHED,7033,7033,184,188,21099,7033,1
2025-08-02T04:26:52Z,2025-08-02T04:45:25Z,1000tomax,Ardougne teleport,FINISHED,947,947,734,750,0,15152,16
2025-08-02T04:03:04Z,2025-08-02T04:44:04Z,1000tomax,Dragon arrow,FINISHED,1015,1015,2086,2142,42630,14210,14
2025-08-02T04:20:31Z,2025-08-02T04:36:03Z,1000tomax,Dragon chainbody,FINISHED,3,3,305785,315651,18937,10662,3554
2025-08-02T04:26:59Z,2025-08-02T04:34:10Z,1000tomax,Guthan's platebody,FINISHED,1,1,170022,188549,3770,14757,14757
2025-08-02T04:18:04Z,2025-08-02T04:23:22Z,1000tomax,Guthix d'hide body,FINISHED,2,2,113119,124682,4986,18140,9070
2025-08-02T04:09:47Z,2025-08-02T04:22:34Z,1000tomax,Amethyst arrow,FINISHED,9082,9082,236,243,36328,27246,3
2025-08-02T04:02:46Z,2025-08-02T04:22:34Z,1000tomax,Chasm teleport scroll,FINISHED,4,4,106057,109969,8796,6852,1713
2025-08-02T03:57:06Z,2025-08-02T04:17:53Z,1000tomax,Hueycoatl hide chaps,FINISHED,2,2,268862,281947,11277,14893,7446
2025-08-02T04:10:51Z,2025-08-02T04:16:28Z,1000tomax,Occult necklace,FINISHED,2,2,449025,461768,18470,7016,3508
2025-08-02T03:46:50Z,2025-08-02T04:09:04Z,1000tomax,Verac's plateskirt,FINISHED,3,3,211068,217630,13057,6629,2209
2025-08-02T04:06:02Z,2025-08-02T04:06:52Z,1000tomax,Hueycoatl hide vambraces,FINISHED,1,1,126545,138088,2761,8782,8782
2025-08-02T03:35:59Z,2025-08-02T04:02:59Z,1000tomax,Runite bolts,FINISHED,11000,11000,135,139,22000,22000,2
2025-08-02T03:42:27Z,2025-08-02T03:44:14Z,1000tomax,Coal,FINISHED,2589,2589,142,148,5178,10356,4
2025-08-02T03:39:19Z,2025-08-02T03:43:12Z,1000tomax,Saradomin d'hide body,FINISHED,1,1,116920,124285,2485,4880,4880
2025-08-02T03:27:04Z,2025-08-02T03:42:54Z,1000tomax,Bloodbark boots,FINISHED,4,4,37192,38749,3096,3132,783
2025-08-02T03:39:28Z,2025-08-02T03:42:47Z,1000tomax,Robin hood hat,FINISHED,1,1,1431581,1476106,29522,15003,15003
2025-08-02T03:39:13Z,2025-08-02T03:42:33Z,1000tomax,Blood essence,FINISHED,9,9,220097,230314,41454,50499,5611
2025-08-02T03:27:51Z,2025-08-02T03:41:08Z,1000tomax,Law rune,FINISHED,18000,18000,111,116,36000,54000,3
2025-08-02T03:28:45Z,2025-08-02T03:33:41Z,1000tomax,Nature rune,FINISHED,12025,12025,90,93,12025,24050,2
2025-08-02T02:55:10Z,2025-08-02T03:30:36Z,1000tomax,Molten glass,FINISHED,1941,1941,65,68,1941,3882,2
2025-08-02T02:46:58Z,2025-08-02T03:30:12Z,1000tomax,Ardougne teleport,FINISHED,886,886,734,756,0,19817,22
2025-08-02T03:22:57Z,2025-08-02T03:26:34Z,1000tomax,Occult necklace,FINISHED,4,4,451545,463848,37104,12108,3027
2025-08-02T03:17:17Z,2025-08-02T03:24:57Z,1000tomax,Astral rune,FINISHED,20107,20107,60,63,20107,40214,2
2025-08-02T03:19:47Z,2025-08-02T03:23:16Z,1000tomax,Coal,FINISHED,10411,10411,140,147,20822,52055,5
2025-08-02T03:04:59Z,2025-08-02T03:21:31Z,1000tomax,Dagon'hai robe bottom,FINISHED,1,1,593283,615180,12303,9594,9594
2025-08-02T03:10:34Z,2025-08-02T03:18:50Z,1000tomax,Ancient brew(4),FINISHED,4,4,3215,3216,256,-252,-63
2025-08-02T03:14:58Z,2025-08-02T03:18:25Z,1000tomax,Saradomin chaps,FINISHED,1,1,170133,196649,3932,22584,22584
2025-08-02T02:54:55Z,2025-08-02T03:11:58Z,1000tomax,Grimy toadflax,FINISHED,590,590,3209,3321,38940,27726,46
2025-08-02T03:02:27Z,2025-08-02T03:10:27Z,1000tomax,Astral rune,FINISHED,4893,4893,59,63,4893,14679,3
2025-08-02T02:58:13Z,2025-08-02T03:01:33Z,1000tomax,Verac's plateskirt,FINISHED,2,2,209412,217912,8716,8284,4142
2025-08-02T02:58:45Z,2025-08-02T03:01:29Z,1000tomax,Dagon'hai robe bottom,FINISHED,1,1,591538,616922,12338,13046,13046
2025-08-02T02:48:05Z,2025-08-02T03:01:11Z,1000tomax,Leaf-bladed battleaxe,FINISHED,1,1,56732,60594,1211,2651,2651
2025-08-02T02:31:33Z,2025-08-02T03:00:37Z,1000tomax,Iron ore,FINISHED,13000,13000,127,131,26000,26000,2
2025-08-02T02:46:25Z,2025-08-02T02:54:26Z,1000tomax,Blood essence,FINISHED,6,6,219043,227909,27348,25848,4308
2025-08-02T02:50:27Z,2025-08-02T02:52:46Z,1000tomax,Cannonball,FINISHED,4106,4106,183,190,12318,16424,4
2025-08-02T02:48:02Z,2025-08-02T02:52:29Z,1000tomax,Grimy toadflax,FINISHED,107,107,3212,3330,7062,5564,52
2025-08-02T02:42:28Z,2025-08-02T02:51:42Z,1000tomax,Elder chaos top,FINISHED,1,1,382469,400546,8010,10067,10067
2025-08-02T02:46:50Z,2025-08-02T02:49:59Z,1000tomax,Nature rune,FINISHED,5975,5975,89,93,5975,17925,3
2025-08-02T00:15:35Z,2025-08-02T02:47:13Z,1000tomax,Dharok's helm,FINISHED,1,1,306670,314933,6298,1965,1965
2025-08-02T02:33:36Z,2025-08-02T02:45:40Z,1000tomax,Steam rune,FINISHED,21,21,85,85,21,-21,-1
2025-08-02T00:14:59Z,2025-08-02T02:40:43Z,1000tomax,Gourmet impling jar,FINISHED,1224,1224,1517,1575,37944,33048,27
2025-08-02T02:33:17Z,2025-08-02T02:39:38Z,1000tomax,Atlatl dart,FINISHED,11000,11000,55,60,11000,44000,4
2025-08-02T02:24:59Z,2025-08-02T02:38:23Z,1000tomax,Grimy toadflax,FINISHED,130,130,3212,3310,8580,4160,32
2025-08-02T02:10:54Z,2025-08-02T02:33:49Z,1000tomax,Grapes,FINISHED,814,814,52,56,814,2442,3
2025-08-02T02:26:07Z,2025-08-02T02:33:24Z,1000tomax,Cannonball,FINISHED,4273,4273,183,191,12819,21365,5
2025-08-02T02:05:38Z,2025-08-02T02:20:55Z,1000tomax,Dark crab,FINISHED,230,230,1790,1855,8510,6440,28
2025-08-02T02:13:17Z,2025-08-02T02:16:09Z,1000tomax,Cannonball,FINISHED,2621,2621,183,191,7863,13105,5
2025-08-02T02:13:17Z,2025-08-02T02:14:34Z,1000tomax,Gold bar,FINISHED,5825,5825,123,127,11650,11650,2
2025-08-02T00:14:55Z,2025-08-02T02:14:04Z,1000tomax,Cosmic rune,FINISHED,18000,18000,71,74,18000,36000,2
2025-08-02T02:12:08Z,2025-08-02T02:13:29Z,1000tomax,Chaos rune,FINISHED,18000,18000,63,66,18000,36000,2
2025-08-02T02:06:02Z,2025-08-02T02:12:44Z,1000tomax,Ancient brew(4),FINISHED,2,2,3234,3200,128,-196,-98
2025-08-02T02:02:28Z,2025-08-02T02:10:42Z,1000tomax,Gold bar,FINISHED,4175,4175,122,129,8350,20875,5
2025-08-02T02:03:06Z,2025-08-02T02:08:19Z,1000tomax,Bandos d'hide boots,FINISHED,1,1,367727,392954,7859,17368,17368
2025-08-02T00:18:57Z,2025-08-02T02:04:47Z,1000tomax,Lava rune,FINISHED,14555,14555,16,21,0,72775,5
2025-08-02T02:02:07Z,2025-08-02T02:04:18Z,1000tomax,Rune arrow,FINISHED,10456,10456,144,155,31368,83648,8
2025-08-02T00:17:16Z,2025-08-02T02:01:46Z,1000tomax,Dragon dagger(p++),FINISHED,20,20,25944,27767,11100,25360,1268
2025-08-02T01:56:48Z,2025-08-02T02:00:55Z,1000tomax,Bandos chaps,FINISHED,1,1,179104,188239,3764,5371,5371
2025-08-01T23:58:14Z,2025-08-02T01:56:48Z,1000tomax,Cadantine potion (unf),FINISHED,348,348,3453,3512,24360,-3828,-11
2025-08-02T00:14:48Z,2025-08-02T00:16:10Z,1000tomax,Zulrah's scales,FINISHED,8920,8920,174,183,26760,53520,6
2025-08-01T22:41:09Z,2025-08-02T00:13:52Z,1000tomax,Occult necklace,FINISHED,1,1,448237,446525,8930,-10642,-10642
2025-08-01T23:26:09Z,2025-08-02T00:11:21Z,1000tomax,Prayer regeneration potion(4),FINISHED,32,32,55439,56885,36384,9888,309
2025-08-01T23:58:44Z,2025-08-02T00:07:40Z,1000tomax,Hueycoatl hide chaps,FINISHED,2,2,275769,285168,11406,7392,3696
2025-08-01T23:18:50Z,2025-08-01T23:58:41Z,1000tomax,Lava rune,FINISHED,3445,3445,18,22,0,13780,4
2025-08-01T23:37:34Z,2025-08-01T23:55:43Z,1000tomax,Runite bolts,FINISHED,3772,3772,144,148,7544,8544,2
2025-08-01T21:48:11Z,2025-08-01T23:53:52Z,1000tomax,Stamina potion(1),FINISHED,499,499,1984,2085,20684,30183,60
2025-08-01T23:43:11Z,2025-08-01T23:45:53Z,1000tomax,Saradomin d'hide boots,FINISHED,1,1,369334,410000,8200,32466,32466
2025-08-01T23:28:07Z,2025-08-01T23:38:27Z,1000tomax,Blood rune,FINISHED,8594,8594,202,211,34376,42970,5
2025-08-01T22:50:43Z,2025-08-01T23:29:30Z,1000tomax,Mithril dart tip,FINISHED,17520,17520,95,97,17520,22520,1
2025-08-01T23:03:36Z,2025-08-01T23:23:16Z,1000tomax,Coal,FINISHED,10106,10106,144,148,20212,20212,2
2025-08-01T22:39:31Z,2025-08-01T23:21:24Z,1000tomax,Revenant cave teleport,FINISHED,1002,1002,511,536,10020,15030,15
2025-08-01T22:27:16Z,2025-08-01T23:11:44Z,1000tomax,Crystal weapon seed,FINISHED,3,3,350733,365554,21932,22532,7510
2025-08-01T23:07:19Z,2025-08-01T23:11:19Z,1000tomax,Runite bolts,FINISHED,5819,5819,145,149,11638,11638,2
2025-08-01T23:00:54Z,2025-08-01T23:10:03Z,1000tomax,Lava dragon bones,FINISHED,401,401,3763,3899,30877,23659,59
2025-08-01T22:54:07Z,2025-08-01T23:04:08Z,1000tomax,Supercompost,FINISHED,1870,1870,19,34,0,28050,15
